share_class,end_date,start_date,performance,volatility,duration,is_green,asset_type
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2011-11-26,0.03809494375670375,0.07116681619350201,3808 days,False,mixed
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2011-11-26,0.03202237952132414,0.034825701529052656,3808 days,False,bonds
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2011-11-26,0.028149028729209435,0.043360536411406844,3808 days,False,bonds
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2011-11-26,0.08149261497069582,0.19905959782925475,3808 days,False,equity
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2011-11-26,0.028289892327691746,0.19407889498332467,3808 days,False,equity
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2011-11-26,0.01432280253635887,0.07426079140460555,3808 days,False,bonds
LU0995828042 - iMGP Europe I EUR,2022-04-30,2011-12-03,0.01692229460096306,0.166078625674909,3801 days,False,equity
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2011-12-03,0.029103011896196795,0.029260109210567018,3801 days,False,mixed
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2011-12-03,0.0468639520116505,0.06922107014077866,3801 days,False,bonds
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2011-12-03,0.029788717541706644,0.043096770146268545,3801 days,False,bonds
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2011-12-03,0.023530603348937085,0.06483345753365716,3801 days,False,bonds
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2011-12-03,0.03353829327361457,0.03453637610029896,3801 days,False,bonds
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2011-12-03,0.015164933748372134,0.03577194649379299,3801 days,False,bonds
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2011-12-03,0.008244182033859682,0.05860216867964061,3801 days,False,alternative
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2011-12-03,0.02834262590468506,0.19407889498332467,3801 days,False,equity
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2011-12-03,0.08935696899260348,0.1979401013448117,3801 days,False,equity
LU0821216842 - iMGP US Value R USD,2022-04-30,2011-12-03,0.07077899152410971,0.13967772780870905,3801 days,False,equity
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2011-12-03,0.0062921351225120326,0.04418679238918893,3801 days,False,fund_of_funds
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2011-12-03,0.03972703583419546,0.07105203423760283,3801 days,False,mixed
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2011-12-03,0.014349319220541723,0.07426079140460555,3801 days,False,bonds
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2011-12-03,0.055699998911868276,0.20914368273588158,3801 days,False,equity
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2011-12-03,0.00525259130725253,0.036781636060508084,3801 days,False,mixed
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2011-12-03,0.05356440848255062,0.1682842147136961,3801 days,True,equity
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2011-12-10,0.029066148122532054,0.043076438586699115,3794 days,False,bonds
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2011-12-10,0.03730019002662499,0.07070564931264929,3794 days,False,mixed
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2011-12-10,0.021669321487315596,0.06462129792177358,3794 days,False,bonds
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2011-12-10,0.015193072894275517,0.03577194649379299,3794 days,False,bonds
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2011-12-10,0.08077802105102294,0.1963307984208218,3794 days,False,equity
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2011-12-10,0.028395556431449087,0.19407889498332467,3794 days,False,equity
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2011-12-10,0.04695225279620696,0.06922107014077866,3794 days,False,bonds
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2011-12-10,0.05366565465847928,0.1682842147136961,3794 days,True,equity
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2011-12-10,0.03245672896937246,0.034400187587345116,3794 days,False,bonds
LU0821216842 - iMGP US Value R USD,2022-04-30,2011-12-10,0.07091385588092058,0.13967772780870905,3794 days,False,equity
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2011-12-10,0.05580538763171239,0.20914368273588158,3794 days,False,equity
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2011-12-10,0.028170733387782754,0.029138652243737077,3794 days,False,mixed
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2011-12-10,0.008259427217804038,0.05860216867964061,3794 days,False,alternative
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2011-12-10,0.005262289995061398,0.036781636060508084,3794 days,False,mixed
LU0995828042 - iMGP Europe I EUR,2022-04-30,2011-12-10,0.01695372174538412,0.166078625674909,3794 days,False,equity
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2011-12-10,0.014375934269110102,0.07426079140460555,3794 days,False,bonds
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2011-12-10,0.006303759295020361,0.04418679238918893,3794 days,False,fund_of_funds
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2011-12-17,0.008274728888832517,0.05860216867964061,3787 days,False,alternative
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2011-12-17,0.015221316658971418,0.03577194649379299,3787 days,False,bonds
LU0821216842 - iMGP US Value R USD,2022-04-30,2011-12-17,0.07104923497245563,0.13967772780870905,3787 days,False,equity
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2011-12-17,0.006315426496174892,0.04418679238918893,3787 days,False,fund_of_funds
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2011-12-17,0.08142284421360113,0.19650122651626895,3787 days,False,equity
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2011-12-17,0.028448685013332087,0.19407889498332467,3787 days,False,equity
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2011-12-17,0.03744153096935632,0.07076938166072975,3787 days,False,mixed
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2011-12-17,0.021617789607714544,0.06468070899366966,3787 days,False,bonds
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2011-12-17,0.028443788493922595,0.04307174200189563,3787 days,False,bonds
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2011-12-17,0.047040886903179535,0.06922107014077866,3787 days,False,bonds
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2011-12-17,0.031987935450702665,0.03440058062192874,3787 days,False,bonds
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2011-12-17,0.053767284220080924,0.1682842147136961,3787 days,True,equity
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2011-12-17,0.02796686609132215,0.029158513738077655,3787 days,False,mixed
LU0995828042 - iMGP Europe I EUR,2022-04-30,2011-12-17,0.01698526583374038,0.166078625674909,3787 days,False,equity
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2011-12-17,0.014402648230399828,0.07426079140460555,3787 days,False,bonds
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2011-12-17,0.0052720245654778175,0.036781636060508084,3787 days,False,mixed
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2011-12-17,0.05591117581890259,0.20914368273588158,3787 days,False,equity
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2011-12-24,0.027992060387438178,0.02918533565765312,3780 days,False,mixed
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2011-12-24,0.037781602634858524,0.07082664440729428,3780 days,False,mixed
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2011-12-24,0.030798942738694324,0.03422831969323225,3780 days,False,bonds
LU0821216842 - iMGP US Value R USD,2022-04-30,2011-12-24,0.07118513175013153,0.13967772780870905,3780 days,False,equity
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2011-12-24,0.008290087361473297,0.05860216867964061,3780 days,False,alternative
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2011-12-24,0.015249665626980047,0.03577194649379299,3780 days,False,bonds
LU0995828042 - iMGP Europe I EUR,2022-04-30,2011-12-24,0.01701692751997519,0.166078625674909,3780 days,False,equity
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2011-12-24,0.014429461656830567,0.07426079140460555,3780 days,False,bonds
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2011-12-24,0.028502012763968354,0.19407889498332467,3780 days,False,equity
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2011-12-24,0.056017365748440406,0.20914368273588158,3780 days,False,equity
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2011-12-24,0.006327136965333269,0.04418679238918893,3780 days,False,fund_of_funds
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2011-12-24,0.05386929934864271,0.1682842147136961,3780 days,True,equity
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2011-12-24,0.047129856223182554,0.06922107014077866,3780 days,False,bonds
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2011-12-24,0.005281795218004648,0.036781636060508084,3780 days,False,mixed
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2011-12-24,0.0230609700348694,0.0645811747193361,3780 days,False,bonds
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2011-12-24,0.08741210336938288,0.19590515857428684,3780 days,False,equity
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2011-12-24,0.02810181364978681,0.04309823734102345,3780 days,False,bonds
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2011-12-31,0.08454741621101003,0.19590115148654488,3773 days,False,equity
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2011-12-31,0.008305502952594024,0.05860216867964061,3773 days,False,alternative
LU0821216842 - iMGP US Value R USD,2022-04-30,2011-12-31,0.07132154918796418,0.13967772780870905,3773 days,False,equity
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2011-12-31,0.028555540805356605,0.19407889498332467,3773 days,False,equity
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2011-12-31,0.030709096457671725,0.03425887057703376,3773 days,False,bonds
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2011-12-31,0.027599763811943623,0.029186369457142595,3773 days,False,mixed
LU0995828042 - iMGP Europe I EUR,2022-04-30,2011-12-31,0.017048707462917534,0.166078625674909,3773 days,False,equity
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2011-12-31,0.05612395971263062,0.20914368273588158,3773 days,False,equity
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2011-12-31,0.04721916266115245,0.06922107014077866,3773 days,False,bonds
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2011-12-31,0.021888832201319097,0.06453446050859175,3773 days,False,bonds
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2011-12-31,0.028007773815310166,0.0431371516763626,3773 days,False,bonds
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2011-12-31,0.037046062868199,0.07085545763740506,3773 days,False,mixed
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2011-12-31,0.006338890943632158,0.04418679238918893,3773 days,False,fund_of_funds
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2011-12-31,0.015278120387184346,0.03577194649379299,3773 days,False,bonds
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2011-12-31,0.005291602153626673,0.036781636060508084,3773 days,False,mixed
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2011-12-31,0.05397170224202652,0.1682842147136961,3773 days,True,equity
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2011-12-31,0.014456375104942243,0.07426079140460555,3773 days,False,bonds
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2012-01-07,0.028609270267938358,0.19407889498332467,3766 days,False,equity
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2012-01-07,0.01448338913543501,0.07426079140460555,3766 days,False,bonds
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2012-01-07,0.08491117183529506,0.19607913675174066,3766 days,False,equity
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2012-01-07,0.02742221026661862,0.029208157363596082,3766 days,False,mixed
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2012-01-07,0.0053014455748241485,0.036781636060508084,3766 days,False,mixed
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2012-01-07,0.02171766691698207,0.06459214020107797,3766 days,False,bonds
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2012-01-07,0.05407449511482754,0.1682842147136961,3766 days,True,equity
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2012-01-07,0.030275226781866227,0.034263774247692516,3766 days,False,bonds
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2012-01-07,0.006350688674003235,0.04418679238918893,3766 days,False,fund_of_funds
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2012-01-07,0.008320975981424228,0.05860216867964061,3766 days,False,alternative
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2012-01-07,0.05623096002124739,0.20914368273588158,3766 days,False,equity
LU0821216842 - iMGP US Value R USD,2022-04-30,2012-01-07,0.07145849028278506,0.13967772780870905,3766 days,False,equity
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2012-01-07,0.015306681532870625,0.03577194649379299,3766 days,False,bonds
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2012-01-07,0.04730880813648497,0.06922107014077866,3766 days,False,bonds
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2012-01-07,0.03673637587411549,0.0709147986385758,3766 days,False,mixed
LU0995828042 - iMGP Europe I EUR,2022-04-30,2012-01-07,0.017080606326325798,0.166078625674909,3766 days,False,equity
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2012-01-07,0.027605502049022013,0.04315879366172017,3766 days,False,bonds
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2012-01-14,0.008336506769575758,0.05860216867964061,3759 days,False,alternative
LU0821216842 - iMGP US Value R USD,2022-04-30,2012-01-14,0.07159595805446095,0.13967772780870905,3759 days,False,equity
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2012-01-14,0.056338369001700306,0.20914368273588158,3759 days,False,equity
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2012-01-14,0.027188894541292363,0.04317922081217675,3759 days,False,bonds
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2012-01-14,0.027376059437601574,0.029234944201739294,3759 days,False,mixed
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2012-01-14,0.005311325685586343,0.036781636060508084,3759 days,False,mixed
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2012-01-14,0.0063625304011898365,0.04418679238918893,3759 days,False,fund_of_funds
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2012-01-14,0.015335349661768971,0.03577194649379299,3759 days,False,bonds
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2012-01-14,0.05417768019853342,0.1682842147136961,3759 days,True,equity
LU0995828042 - iMGP Europe I EUR,2022-04-30,2012-01-14,0.017112624778935936,0.166078625674909,3759 days,False,equity
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2012-01-14,0.035809250954852656,0.07092219418838143,3759 days,False,mixed
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2012-01-14,0.030018794025297835,0.034286285273934174,3759 days,False,bonds
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2012-01-14,0.028663202290677647,0.19407889498332467,3759 days,False,equity
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2012-01-14,0.04739879458317131,0.06922107014077866,3759 days,False,bonds
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2012-01-14,0.08797515791443744,0.1960511268834234,3759 days,False,equity
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2012-01-14,0.014510504313207884,0.07426079140460555,3759 days,False,bonds
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2012-01-14,0.02076744161849642,0.06458255903291839,3759 days,False,bonds
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2012-01-21,0.05428125974168574,0.1682842147136961,3752 days,True,equity
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2012-01-21,0.026223714408743604,0.04311275096163519,3752 days,False,bonds
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2012-01-21,0.006374416371764502,0.04418679238918893,3752 days,False,fund_of_funds
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2012-01-21,0.014537721207397603,0.07426079140460555,3752 days,False,bonds
LU0995828042 - iMGP Europe I EUR,2022-04-30,2012-01-21,0.017144763494506998,0.166078625674909,3752 days,False,equity
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2012-01-21,0.05644618899920273,0.20914368273588158,3752 days,False,equity
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2012-01-21,0.028717338021141403,0.19407889498332467,3752 days,False,equity
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2012-01-21,0.005321242691426642,0.036781636060508084,3752 days,False,mixed
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2012-01-21,0.03529027505120719,0.07097011700927557,3752 days,False,mixed
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2012-01-21,0.04748912394993887,0.06922107014077866,3752 days,False,bonds
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2012-01-21,0.02892562470917892,0.03414607606362995,3752 days,False,bonds
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2012-01-21,0.019963302730897414,0.06459299111787963,3752 days,False,bonds
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2012-01-21,0.008352095641066759,0.05860216867964061,3752 days,False,alternative
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2012-01-21,0.08540442631534284,0.19608643821897873,3752 days,False,equity
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2012-01-21,0.0270473641177853,0.029244056836427917,3752 days,False,mixed
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2012-01-21,0.015364125376096327,0.03577194649379299,3752 days,False,bonds
LU0821216842 - iMGP US Value R USD,2022-04-30,2012-01-21,0.07173395554611517,0.13967772780870905,3752 days,False,equity
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2012-01-28,0.008367742922342991,0.05860216867964061,3745 days,False,alternative
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2012-01-28,0.006386346834145407,0.04418679238918893,3745 days,False,fund_of_funds
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2012-01-28,0.07996991256023223,0.19557756245141128,3745 days,False,equity
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2012-01-28,0.01539300928259757,0.03577194649379299,3745 days,False,bonds
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2012-01-28,0.035003918756641994,0.07103089204266552,3745 days,False,mixed
LU0995828042 - iMGP Europe I EUR,2022-04-30,2012-01-28,0.017177023151868198,0.166078625674909,3745 days,False,equity
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2012-01-28,0.0475797982003896,0.06922107014077866,3745 days,False,bonds
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2012-01-28,0.025211880837785694,0.04303545992403567,3745 days,False,bonds
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2012-01-28,0.014565040391418815,0.07426079140460555,3745 days,False,bonds
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2012-01-28,0.018856693316966266,0.06455858853824267,3745 days,False,bonds
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2012-01-28,0.028771678615580942,0.19407889498332467,3745 days,False,equity
LU0821216842 - iMGP US Value R USD,2022-04-30,2012-01-28,0.07187248582435135,0.13967772780870905,3745 days,False,equity
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2012-01-28,0.029052325720373418,0.03417558286613281,3745 days,False,bonds
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2012-01-28,0.026901525302439833,0.029267797626092468,3745 days,False,mixed
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2012-01-28,0.05655442237694297,0.20914368273588158,3745 days,False,equity
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2012-01-28,0.054385236010042526,0.1682842147136961,3745 days,True,equity
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2012-01-28,0.005331196799395643,0.036781636060508084,3745 days,False,mixed
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2012-02-04,0.014592462443004273,0.07426079140460555,3738 days,False,bonds
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2012-02-04,0.00534118821809626,0.036781636060508084,3738 days,False,mixed
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2012-02-04,0.017749780136123494,0.06452413886995242,3738 days,False,bonds
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2012-02-04,0.05448961128674479,0.1682842147136961,3738 days,True,equity
LU0995828042 - iMGP Europe I EUR,2022-04-30,2012-02-04,0.017209404434967546,0.166078625674909,3738 days,False,equity
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2012-02-04,0.03469957062070228,0.07109114815966927,3738 days,False,mixed
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2012-02-04,0.02882622523901368,0.19407889498332467,3738 days,False,equity
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2012-02-04,0.028276959494802467,0.0341212867099857,3738 days,False,bonds
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2012-02-04,0.04629740596467502,0.06917325270385029,3738 days,False,bonds
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2012-02-04,0.026638100909924356,0.02928358586736666,3738 days,False,mixed
LU0821216842 - iMGP US Value R USD,2022-04-30,2012-02-04,0.0720115519794815,0.13967772780870905,3738 days,False,equity
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2012-02-04,0.006398322038614124,0.04418679238918893,3738 days,False,fund_of_funds
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2012-02-04,0.015422001992588585,0.03577194649379299,3738 days,False,bonds
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2012-02-04,0.056663071516255936,0.20914368273588158,3738 days,False,equity
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2012-02-04,0.07750456609513545,0.19562342371663063,3738 days,False,equity
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2012-02-04,0.008383448942301364,0.05860216867964061,3738 days,False,alternative
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2012-02-04,0.023663168771300924,0.04279739799789515,3738 days,False,bonds
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2012-02-11,0.03404609016928828,0.07112902969516821,3731 days,False,mixed
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2012-02-11,0.01461998794424546,0.07426079140460555,3731 days,False,bonds
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2012-02-11,0.05677213881679877,0.20914368273588158,3731 days,False,equity
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2012-02-11,0.016430657018212003,0.06444933063470312,3731 days,False,bonds
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2012-02-11,0.028880979065307733,0.19407889498332467,3731 days,False,equity
LU0995828042 - iMGP Europe I EUR,2022-04-30,2012-02-11,0.01724190803292025,0.166078625674909,3731 days,False,equity
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2012-02-11,0.02786765577996486,0.03412934572840836,3731 days,False,bonds
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2012-02-11,0.02258182251942542,0.042701949182719204,3731 days,False,bonds
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2012-02-11,0.026379417166352948,0.029299875490036223,3731 days,False,mixed
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2012-02-11,0.006410342237332944,0.04418679238918893,3731 days,False,fund_of_funds
LU0821216842 - iMGP US Value R USD,2022-04-30,2012-02-11,0.07215115712575426,0.13967772780870905,3731 days,False,equity
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2012-02-11,0.005351217157698596,0.036781636060508084,3731 days,False,mixed
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2012-02-11,0.0545943878724815,0.1682842147136961,3731 days,True,equity
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2012-02-11,0.015451104121999348,0.03577194649379299,3731 days,False,bonds
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2012-02-11,0.07317065135843093,0.19536778435588334,3731 days,False,equity
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2012-02-11,0.008399214032312585,0.05860216867964061,3731 days,False,alternative
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2012-02-11,0.04579395085727511,0.06922098949974118,3731 days,False,bonds
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2012-02-18,0.01548031629141744,0.03577194649379299,3724 days,False,bonds
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2012-02-18,0.05688162669672603,0.20914368273588158,3724 days,False,equity
LU0995828042 - iMGP Europe I EUR,2022-04-30,2012-02-18,0.01727453464005624,0.166078625674909,3724 days,False,equity
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2012-02-18,0.005361283829953267,0.036781636060508084,3724 days,False,mixed
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2012-02-18,0.05469956808566079,0.1682842147136961,3724 days,True,equity
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2012-02-18,0.034377531374152115,0.07118810922153959,3724 days,False,mixed
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2012-02-18,0.028935941277264288,0.19407889498332467,3724 days,False,equity
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2012-02-18,0.027752245263022113,0.03415948454985251,3724 days,False,bonds
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2012-02-18,0.045634967639376134,0.06928427764650813,3724 days,False,bonds
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2012-02-18,0.016198268568049512,0.06450572937948944,3724 days,False,bonds
LU0821216842 - iMGP US Value R USD,2022-04-30,2012-02-18,0.07229130440158738,0.13967772780870905,3724 days,False,equity
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2012-02-18,0.026415866243322927,0.029327117331010864,3724 days,False,mixed
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2012-02-18,0.022096799296860148,0.04271498357464441,3724 days,False,bonds
